invoiceKey,import,partNumberFinal,notes,companyType,companyInvoiceCount,companyActivityCount,companyDominantPartNumber,companyDominantShare,companyCadenceShare,companyAmountTrend,recommendedAction,confidence,matchMode,source,sourceId,invoiceNumber,organization,issueDate,currency,amountContract,amountLocal,milestone,proposedPartNumber,partNumberTemplate,partNumberValues,catalogStatus,partNumberCandidates,trackerRow,trackerExpectedDate,dateGapDays,proposedContractRef,invoiceServiceText,lineMatches,reason
accounting:BT.BIT 1027,no,RED-PEN-S-G-2,,STANDARD,7,6,RED-PEN-S-G-2,0.833,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,PROFILE,ron,cms689s7r02t8rt35q4s2fvkp,BT.BIT 1027,TIMESAFE SRL,2026-02-11,RON,14000.00,71323.00,,RED-PEN-S-G-2,RED-PEN-S-G-<limit>,"{""limit"":""2""}",UNIQUE,RED-PEN-S-G-2 | RED-PEN-S-G-10,173,2026-02-11,0,act aditional nr. 4 din 3.2.2026,"Servicii conform ACT ADITIONAL NR. 4 | DIN 03.02.2026 CONTRACT DE PRESTARI SERVICII Nr. 201/13.09.2021 ( 14,000 EURO + TVA la cursul BNR) | Servicii conform ACT ADITIONAL NR. 4 | DIN 03.02.2026 CONTRACT DE PRESTARI SERVICII Nr. 201/13.09.20",,"PROFILE; date:0d, amount:0.0%, company-profile:83%; company=STANDARD; dominant=RED-PEN-S-G-2 (83%)"
accounting:BT.BIT 1064,no,RED-PEN-S-G-2,,STANDARD,7,6,RED-PEN-S-G-2,0.833,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,PROFILE,ron,cms689szh030wrt350h5e3n1s,BT.BIT 1064,TIMESAFE SRL,2026-04-21,RON,9000.00,45890.10,,RED-PEN-S-G-2,RED-PEN-S-G-<limit>,"{""limit"":""2""}",UNIQUE,RED-PEN-S-G-2 | RED-PEN-S-G-10,174,2026-04-21,0,act adtional nr. 5 din 24.3.2026,"Servicii conform ACT ADITIONAL NR. 5 | DIN 24.03.2026 la Contractul de prestari servicii Nr. 201/13.09.2021 ( 9,000 EURO + TVA la cursul BNR) | Servicii conform ACT ADITIONAL NR. 5 | DIN 24.03.2026 la Contractul de prestari servicii Nr. 201",,"PROFILE; date:0d, amount:0.0%, company-profile:83%; company=STANDARD; dominant=RED-PEN-S-G-2 (83%)"
accounting:438,no,RED-NIS-C-PEN-4,,SMALL,2,4,RED-NIS-C-PEN-4,0.500,0.000,MIXED/UNKNOWN,REVIEW,LOW,SCORED,ron,cms689nfe011xrt355woi75bw,438,TMK HYDROENERGY POWER S.R.L.,2022-12-21,RON,7000.00,34316.10,,RED-NIS-C-PEN-4,RED-NIS-C-PEN-<limit>,"{""limit"":""4""}",UNIQUE,RED-NIS-C-PEN-4 | RED-NIS-C-AUDIT-4,98,2022-12-21,0,Nr. RO90/31 din data de 30.09.2022,SERVICII CONFORM CONTRACT RO/90/31 DIN 30.09.2022 | 7.000 euro+TVA la cursul BNR | SERVICII CONFORM CONTRACT RO/90/31 DIN 30.09.2022 | 7.000 euro+TVA la cursul BNR,,SCORED; date:0d; company=SMALL; dominant=RED-NIS-C-PEN-4 (50%)
accounting:BT.BIT 778,no,RED-NIS-C-PEN-4,,SMALL,2,4,RED-NIS-C-PEN-4,0.500,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,CONTRACT,ron,cms689pjw01vyrt35plycs3yx,BT.BIT 778,TMK HYDROENERGY POWER S.R.L.,2024-12-18,RON,6890.00,34281.88,,RED-NIS-C-PEN-4,RED-NIS-C-PEN-<limit>,"{""limit"":""4""}",UNIQUE,RED-NIS-C-PEN-4 | RED-NIS-C-AUDIT-4,100,2024-12-18,0,Nr. RO90 /38 / 30.09.2024,"Servicii de audit informatic pentru identificarea | si evaluarea vulnerabilitatilor si riscurilor informatice in conformitate cu Legea 362/2018 (NIS)?, CONTRACT DE SERVICII Nr. RO90 /38 / 30.09.2024(6.890 euro+TVA la cursul BNR) | Servicii ",,"CONTRACT; contract, date:0d, description:0.25; company=SMALL; dominant=RED-NIS-C-PEN-4 (50%)"
accounting:435,no,RED-NIS-C-PEN-12,,SMALL,2,4,RED-NIS-C-PEN-12,0.500,0.000,MIXED/UNKNOWN,REVIEW,LOW,SCORED,ron,cms689nes011ort356vnh59fy,435,TOMIS TEAM S.A.,2022-12-21,RON,6000.00,29413.80,,RED-NIS-C-PEN-12,RED-NIS-C-PEN-<limit>,"{""limit"":""12""}",UNIQUE,RED-NIS-C-PEN-12 | RED-NIS-C-AUDIT-12,90,2022-12-21,0,,SERVICII CONFORM CONTRACT RO/60/50 DIN 22.09.2022 | 6.000 euro +TVA la cursul BNR | SERVICII CONFORM CONTRACT RO/60/50 DIN 22.09.2022 | 6.000 euro +TVA la cursul BNR,,SCORED; date:0d; company=SMALL; dominant=RED-NIS-C-PEN-12 (50%)
accounting:BT.BIT 779,no,RED-NIS-C-PEN-12,,SMALL,2,4,RED-NIS-C-PEN-12,0.500,0.000,MIXED/UNKNOWN,REVIEW,MEDIUM,CONTRACT,ron,cms689pk501w1rt35j82dujcq,BT.BIT 779,TOMIS TEAM S.A.,2024-12-18,RON,6890.00,34281.88,,RED-NIS-C-PEN-12,RED-NIS-C-PEN-<limit>,"{""limit"":""12""}",UNIQUE,RED-NIS-C-PEN-12 | RED-NIS-C-AUDIT-12,92,2024-12-18,0,Nr. RO60 /60 / 30.09.2024,"Servicii de audit informatic pentru identificarea | si evaluarea vulnerabilitatilor si riscurilor informatice in conformitate cu Legea 362/2018 (NIS)?, CONTRACT DE SERVICII Nr. RO60 /60 / 30.09.2024( 6.890 euro+TVA la cursul BNR) | Servicii",,"CONTRACT; contract, date:0d, description:0.25; company=SMALL; dominant=RED-NIS-C-PEN-12 (50%)"
accounting:BT.BIT 1025,no,RED-PEN-B-E-B-8,,SMALL,2,1,RED-PEN-B-E-B-8,1.000,0.000,MIXED/UNKNOWN,ACCEPT_CANDIDATE,HIGH,CONTRACT,ron,cms689s7902t2rt35gi31mcio,BT.BIT 1025,TOTEM COMMUNICATION SRL,2026-02-04,RON,2600.00,13247.00,avans,RED-PEN-B-E-B-8,RED-PEN-B-E-B-<limit>,"{""limit"":""8""}",UNIQUE,RED-PEN-B-E-B-8,1571,2026-02-04,0,CONTRACT-CADRU DE PRESTARI SERVICII Nr. 372/2.12.2025,Avans conform **ANEXA 1 | ? SERVICII PUNCTUALE DE SECURITATE INFORMATICA la Contract Nr. 372/2.12.2025**( 2.600 euro+TVA la cursul BNR) | Avans conform **ANEXA 1 | ? SERVICII PUNCTUALE DE SECURITATE INFORMATICA la Contract Nr. 372/2.12.2025,,"CONTRACT; contract, date:0d, amount:0.0%, milestone:avans; company=SMALL; dominant=RED-PEN-B-E-B-8 (100%)"
accounting:BT.BIT 1029,no,RED-PEN-B-E-B-8,,SMALL,2,1,RED-PEN-B-E-B-8,1.000,0.000,MIXED/UNKNOWN,REVIEW,HIGH,STORNO_REFERENCE,ron,cms689s8t02tert35w87m2vdm,BT.BIT 1029,TOTEM COMMUNICATION SRL,2026-02-11,RON,2600.00,13247.00,storno,RED-PEN-B-E-B-8,RED-PEN-B-E-B-<limit>,"{""limit"":""8""}",UNIQUE,RED-PEN-B-E-B-8,1571,2026-02-04,7,CONTRACT-CADRU DE PRESTARI SERVICII Nr. 372/2.12.2025,Stornare Avans conform **ANEXA 1 Factura finala conform ANEXA 1 | ? SERVICII PUNCTUALE DE SECURITATE INFORMATICA la Contract Nr. 372/2.12.2025**( 2.600 euro+TVA la cursul BNR) Stornare factura avans 1025/04.02.2026 | Stornare Avans conform ,,Storno mapped to BT.BIT 1025; contract=true; amount=true; gap=7d
accounting:BT.BIT 336,no,RED-PEN-S-B-1,,SMALL,1,1,RED-PEN-S-B-1,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,ron,cms689mrh00t6rt35i6oqom91,BT.BIT 336,TRANSCENT CONSULTING SRL,2022-04-04,RON,5500.00,27190.35,,RED-PEN-S-B-1,RED-PEN-S-B-<limit>,"{""limit"":""1""}",UNIQUE,RED-PEN-S-B-1,182,2022-04-04,0,ACT ADITIONAL NR.1 DIN 04.04.2022,SERVICII CONFORM ACT ADITIONAL NR.1 DIN 04.04.2022 | LA CONTRACT 210/17.01.2022 ( 5.500 euro+TVA la cursul BNR) | SERVICII CONFORM ACT ADITIONAL NR.1 DIN 04.04.2022 | LA CONTRACT 210/17.01.2022 ( 5.500 euro+TVA la cursul BNR),,"PROFILE; date:0d, amount:0.0%; company=SMALL; dominant=RED-PEN-S-B-1 (100%)"
accounting:BT.BIT 679,no,RED-PEN-B-E-B-30,,STANDARD,8,1,RED-PEN-B-E-B-30,1.000,0.250,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689oye01n8rt35pcxx43cc,BT.BIT 679,TYPINGDNA SRL,2024-07-15,RON,2750.00,12526.25,avans,RED-PEN-B-E-B-30,RED-PEN-B-E-B-<limit>,"{""limit"":""30""}",UNIQUE,RED-PEN-B-E-B-30,1308,2024-07-15,0,No. 300/18.6.2024,SERVICII CONFORM CONTRACT NR.302/03.07.2024 | 50% avans reprezentand 2.750 USD+TVA la cursul BNR | SERVICII CONFORM CONTRACT NR.302/03.07.2024 | 50% avans reprezentand 2.750 USD+TVA la cursul BNR,,"PROFILE; date:0d, amount:0.0%, milestone:avans; company=STANDARD; dominant=RED-PEN-B-E-B-30 (100%)"
accounting:BT.BIT 694,no,RED-PEN-B-E-B-30,,STANDARD,8,1,RED-PEN-B-E-B-30,1.000,0.250,MIXED/UNKNOWN,REVIEW,HIGH,PROFILE,ron,cms689p1t01oirt35luxrjcns,BT.BIT 694,TYPINGDNA SRL,2024-08-07,RON,2750.00,10540.82,,RED-PEN-B-E-B-30,RED-PEN-B-E-B-<limit>,"{""limit"":""30""}",UNIQUE,RED-PEN-B-E-B-30,1308,2024-08-08,1,No. 300/18.6.2024,"CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | Conform contract NR. 302/3.7.2024 - 50% din valoarea totala, adica 2,750 USD + TVA la cursul BNR de 4.5539 Lei | CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | Conform contract ",,"PROFILE; date:1d, amount:0.0%; company=STANDARD; dominant=RED-PEN-B-E-B-30 (100%)"
accounting:BT.BIT 695 STORN,no,RED-PEN-B-E-B-30,,STANDARD,8,1,RED-PEN-B-E-B-30,1.000,0.250,MIXED/UNKNOWN,REVIEW,HIGH,STORNO_REFERENCE,ron,cms689p2101olrt35y72mbitr,BT.BIT 695 STORN,TYPINGDNA SRL,2024-08-07,RON,2750.00,12523.23,storno,RED-PEN-B-E-B-30,RED-PEN-B-E-B-<limit>,"{""limit"":""30""}",UNIQUE,RED-PEN-B-E-B-30,1308,2024-08-08,0,No. 300/18.6.2024,"CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | stornare factura gresita 695/Conform contract NR. 302/3.7.2024 - 50% din valoarea totala, adica 2,750 USD + TVA la cursul BNR de 4.5539 Lei | CONTRACT-CADRU DE PRESTARI SERVICII NR. 302",,Storno mapped to BT.BIT 694; contract=true; amount=true; gap=0d
accounting:BT.BIT 696,no,,,STANDARD,8,1,RED-PEN-B-E-B-30,1.000,0.250,MIXED/UNKNOWN,SKIP_NO_MATCH,NONE,NONE,ron,cms689p2a01oort35oozsa3sv,BT.BIT 696,TYPINGDNA SRL,2024-08-07,RON,2750.00,12523.23,,,,,EMPTY,,,,,,"CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | Conform contract NR. 302/3.7.2024 - 50% din valoarea totala, adica 2,750 USD + TVA la cursul BNR de 4.5539 Lei | CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | Conform contract ",,No accounting-to-tracker activity match met the conservative threshold.
accounting:BT.BIT 694 STORN,no,RED-PEN-B-E-B-30,,STANDARD,8,1,RED-PEN-B-E-B-30,1.000,0.250,MIXED/UNKNOWN,REVIEW,HIGH,STORNO_REFERENCE,ron,cms689p2v01oxrt35fy1074aq,BT.BIT 694 STORN,TYPINGDNA SRL,2024-08-21,RON,2750.00,10540.82,storno,RED-PEN-B-E-B-30,RED-PEN-B-E-B-<limit>,"{""limit"":""30""}",UNIQUE,RED-PEN-B-E-B-30,1308,2024-08-08,14,No. 300/18.6.2024,"CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | stornare factura 694,Conform contract NR. 302/3.7.2024 - 50% din valoarea totala, adica 2,750 USD + TVA la cursul BNR de 4.5539 Lei | CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.202",,Storno mapped to BT.BIT 694; contract=true; amount=true; gap=14d
accounting:BT.BIT 695 COREC,no,,,STANDARD,8,1,RED-PEN-B-E-B-30,1.000,0.250,MIXED/UNKNOWN,SKIP_NO_MATCH,NONE,NONE,ron,cms689p3101p0rt35nzsbjxkh,BT.BIT 695 COREC,TYPINGDNA SRL,2024-08-21,RON,2750.00,12523.23,,,,,EMPTY,,,,,,"CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | Conform contract NR. 302/3.7.2024 - 50% din valoarea totala, adica 2,750 USD + TVA la cursul BNR de 4.5539 Lei | CONTRACT-CADRU DE PRESTARI SERVICII NR. 302/3.7.2024 | Conform contract ",,No accounting-to-tracker activity match met the conservative threshold.
accounting:BT.BIT 161,no,CYBEREDU-RUN-EX-2,,SMALL,1,1,CYBEREDU-RUN-EX-2,1.000,0.000,MIXED/UNKNOWN,REVIEW,LOW,PROFILE,valuta,cms689llr00dqrt35v5k9hmfv,BT.BIT 161,UN INTERNATIONAL COMPUTING CENTRE,2022-11-21,EUR,3356.00,16584.68,,CYBEREDU-RUN-EX-2,CYBEREDU-RUN-EX-<limit>,"{""limit"":""2""}",UNIQUE,CYBEREDU-RUN-EX-2,110,2022-11-21,0,PO 202927692,SERVICES ACCORDING TO PO 202927692 | SERVICES ACCORDING TO PO 202927692,,"PROFILE; date:0d, amount:0.0%; company=SMALL; dominant=CYBEREDU-RUN-EX-2 (100%)"
accounting:BT.BIT 304,no,,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,SKIP_NO_MATCH,NONE,NONE,ron,cms689mjv00qhrt35lht7i4xp,BT.BIT 304,UNITED MEDIA SERVICES SRL,2021-11-22,RON,7000.00,34643.70,,,,,EMPTY,,,,,,SERVICII CONFORM CONTRACT 177/08.12.2020 | 7000 euro+TVA la cursul BNR | SERVICII CONFORM CONTRACT 177/08.12.2020 | 7000 euro+TVA la cursul BNR,,No accounting-to-tracker activity match met the conservative threshold.
accounting:BT.BIT 324,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689mou00s5rt35kzzl2cb1,BT.BIT 324,UNITED MEDIA SERVICES SRL,2022-02-03,RON,700.00,3461.99,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,RED-PEN-B-I-BP-50 | BLUE-MDR-C-100,559,2022-02-03,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. 177/08.12.2020 | ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 700 euro +TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. 177/08.12.2020 | ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 700 euro +TVA l,,RECURRENT_DATE; date:0d; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)
accounting:BT.BIT 328,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689mpq00shrt35t9wy4bx7,BT.BIT 328,UNITED MEDIA SERVICES SRL,2022-03-03,RON,350.00,1732.12,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,560,2022-03-03,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA l,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:BT.BIT 340,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689msa00tirt35w7sjyq9o,BT.BIT 340,UNITED MEDIA SERVICES SRL,2022-04-06,RON,350.00,1730.08,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,561,2022-04-06,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro+TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro+TVA la ,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:BT.BIT 346,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689mtx00u0rt3505piqgsw,BT.BIT 346,UNITED MEDIA SERVICES SRL,2022-05-09,RON,350.00,1731.41,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,562,2022-05-09,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA l,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:BT.BIT 360,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689mxc00v6rt35lf0hppyi,BT.BIT 360,UNITED MEDIA SERVICES SRL,2022-06-09,RON,350.00,1730.96,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,563,2022-06-09,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA l,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:BT.BIT 371,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689mzz00w3rt35ufr6k01z,BT.BIT 371,UNITED MEDIA SERVICES SRL,2022-07-12,RON,350.00,1730.05,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,564,2022-07-12,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro +TVA l,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:BT.BIT 383,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689n2w00x6rt351tla3lhv,BT.BIT 383,UNITED MEDIA SERVICES SRL,2022-08-08,RON,350.00,1722.35,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,565,2022-08-08,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro+TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro+TVA la ,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:BT.BIT 390,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689n4q00xzrt356h9s6f94,BT.BIT 390,UNITED MEDIA SERVICES SRL,2022-09-09,RON,350.00,1712.76,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,566,2022-09-09,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro+TVA la cursul BNR) | SERVICII CONTRACT DE PRESTARI SERVICII Nr. | 177/08.12.2020 ACT ADITIONAL NR. 1 DIN 03.11.2021 ( 350 euro+TVA la ,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:BT.BIT 400,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689n6z00yurt355g01jgi7,BT.BIT 400,UNITED MEDIA SERVICES SRL,2022-10-03,RON,350.00,1731.80,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,567,2022-10-03,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT DE | PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cursul BNR) | SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT DE | PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cu,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:412,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689n9700zprt35y5gzygwf,412,UNITED MEDIA SERVICES SRL,2022-11-06,RON,350.00,1710.66,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,568,2022-11-06,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT | DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cursul BNR) | SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT | DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cu,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:419,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689nay010brt35mvux7vxp,419,UNITED MEDIA SERVICES SRL,2022-12-09,RON,350.00,1721.72,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,569,2022-12-09,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT | DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cursul BNR) | SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT | DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cu,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
accounting:446,no,BLUE-MDR-C-100,,RECURRENT,58,70,BLUE-MDR-C-100,0.600,0.893,STABLE,ACCEPT_CANDIDATE,HIGH,RECURRENT_DATE,ron,cms689nh5012lrt350i32jfbz,446,UNITED MEDIA SERVICES SRL,2023-01-09,RON,350.00,1723.82,,BLUE-MDR-C-100,BLUE-MDR-C-<limit>,"{""limit"":""100""}",UNIQUE,BLUE-MDR-C-100 | RED-PEN-B-I-BP-50,570,2023-01-09,0,ACT ADITIONAL NR. 1 DIN 03.11.2021,SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT | DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cursul BNR) | SERVICII ACT ADITIONAL NR. 1 DIN 03.11.2021 CONTRACT | DE PRESTARI SERVICII Nr. 177/08.12.2020 (350 Euro+TVA la cu,,"RECURRENT_DATE; date:0d, trend-adjusted-amount:1.000:0.0%; company=RECURRENT; dominant=BLUE-MDR-C-100 (60%)"
