sourceKey,collidingDbKey,invoiceNumber,organization,issueDate,amountContract,amountLocal,proposedPartNumber,confidence,reason
ron:9156,accounting:BT.BIT 249,BT.BIT 249,KEYSIGHT TECHNOLOGIES RO SRL,2021-02-01,12000.00,58491.60,KS-MM-RD-2,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:9316,accounting:BT.BIT 255,BT.BIT 255,KEYSIGHT TECHNOLOGIES RO SRL,2021-03-02,11700.00,57030.48,KS-MM-RD-2,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:57042,accounting:BT.R.BIT 261,BT.R.BIT 261,KEYSIGHT TECHNOLOGIES RO SRL,2026-06-17,6000.00,31386.00,KS-MM-RD-2,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:58114,accounting:BT.R.BIT 309,BT.R.BIT 309,KEYSIGHT TECHNOLOGIES RO SRL,2026-07-21,6000.00,31457.40,KS-MM-RD-2,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7565,accounting:BT.BIT 212,BT.BIT 212,KNOXON TECHNOLOGIES S.R.L.,2020-07-13,1280.00,6197.50,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7823,accounting:BT.BIT 213,BT.BIT 213,KNOXON TECHNOLOGIES S.R.L.,2020-08-17,3200.00,15470.08,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7826,accounting:BT.BIT 214,BT.BIT 214,KNOXON TECHNOLOGIES S.R.L.,2020-08-17,1280.00,6197.50,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:55278,accounting:BT.R.BIT 204,BT.R.BIT 204,LAMAJOLE S.R.L.,2026-04-29,344.25,1753.51,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:57044,accounting:BT.R.BIT 262,BT.R.BIT 262,LAMAJOLE S.R.L.,2026-06-17,344.25,1800.77,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6486,accounting:BT.BIT 173,BT.BIT 173,MARES & MARES - SOCIETATE CIVILA DE AVOCATI,2020-02-04,2000.00,9557.60,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:356,accounting:BT.BIT 17,BT.BIT 17,MARKETIZATOR FRIENDS SRL,2016-12-08,2750.00,12376.93,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2501,accounting:BT.BIT 44,BT.BIT 44,MEDIADAV SOLUTIONS SRL-D,2018-03-29,15000.00,69853.50,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2851,accounting:BT.BIT 53,BT.BIT 53,MEDIADAV SOLUTIONS SRL-D,2018-06-04,10000.00,46566.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3024,accounting:BT.BIT 62,BT.BIT 62,MEDIADAV SOLUTIONS SRL-D,2018-07-04,10000.00,46554.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3542,accounting:BT.BIT 70,BT.BIT 70,MEDIADAV SOLUTIONS SRL-D,2018-09-20,9000.00,41871.60,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7988,accounting:BT.BIT 226,BT.BIT 226,MOMENTUM LOGISTICS S.R.L.,2020-08-27,,1680.67,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2690,accounting:BT.BIT 48,BT.BIT 48,NETOPIA SRL,2018-04-24,2500.00,11640.75,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4630,accounting:BT.BIT 104,BT.BIT 104,NETOPIA SRL,2019-04-11,3150.00,14992.69,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7026,accounting:BT.BIT 190,BT.BIT 190,NETOPIA SRL,2020-04-21,3150.00,15233.40,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:1723,accounting:BT.BIT 28,BT.BIT 28,OMNIASIG VIENNA INSURANCE GROUP S.A.,2017-07-26,,113235.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4395,accounting:BT.BIT 89,BT.BIT 89,OMNIASIG VIENNA INSURANCE GROUP S.A.,2019-02-25,11250.00,53571.37,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6119,accounting:BT.BIT 159,BT.BIT 159,OMNIASIG VIENNA INSURANCE GROUP S.A.,2019-12-11,4050.00,19356.57,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6195,accounting:BT.BIT 165,BT.BIT 165,OMNIASIG VIENNA INSURANCE GROUP S.A.,2019-12-18,4050.00,19356.57,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6197,accounting:BT.BIT 166,BT.BIT 166,OMNIASIG VIENNA INSURANCE GROUP S.A.,2019-12-18,10125.00,48366.11,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6982,accounting:BT.BIT 183,BT.BIT 183,OMNIASIG VIENNA INSURANCE GROUP S.A.,2020-03-10,7000.00,33719.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:1743,accounting:BT.BIT 31,BT.BIT 31,OMNICONVERT SRL,2017-09-12,4900.00,22529.22,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2499,accounting:BT.BIT 43,BT.BIT 43,ONLINE VENUES & EVENTS SRL,2018-03-28,1500.00,6983.55,RED-PEN-S-B-1,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2853,accounting:BT.BIT 54,BT.BIT 54,ONLINE VENUES & EVENTS SRL,2018-06-04,1000.00,4656.60,RED-PEN-S-B-1,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3383,accounting:BT.BIT 66,BT.BIT 66,ONLINE VENUES & EVENTS SRL,2018-09-03,1000.00,4643.95,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3884,accounting:BT.BIT 78,BT.BIT 78,ONLINE VENUES & EVENTS SRL,2018-12-03,1000.00,4656.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:9318,accounting:BT.BIT 256,BT.BIT 256,ONLINE VENUES & EVENTS SRL,2021-03-03,2200.00,10724.34,RED-PEN-S-B-1,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:72,accounting:BT.BIT 10,BT.BIT 10,ORANGE ROMANIA SA,2016-04-12,4000.00,17867.20,ORO-TEM-DEV-50,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:359,accounting:BT.BIT 18,BT.BIT 18,ORANGE ROMANIA SA,2016-12-20,3100.00,14010.14,ORO-TEM-DEV-50,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:1741,accounting:BT.BIT 30,BT.BIT 30,ORANGE ROMANIA SA,2017-09-07,10000.00,45985.00,ORO-TEM-DEV-50,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2859,accounting:BT.BIT 56,BT.BIT 56,ORANGE ROMANIA SA,2018-06-07,15500.00,72095.15,ORO-TEM-DEV-100,LOW,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3705,accounting:BT.BIT 72,BT.BIT 72,ORANGE ROMANIA SA,2018-10-18,24000.00,111979.20,ORO-TEM-DEV-200,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3877,accounting:BT.BIT 76,BT.BIT 76,ORANGE ROMANIA SA,2018-11-28,,46580.00,BLUE-IR-100,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4055,accounting:BT.BIT 82,BT.BIT 82,ORANGE ROMANIA SA,2018-12-21,3200.00,14911.36,ORO-TEM-DEV-50,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4891,accounting:BT.BIT 113,BT.BIT 113,ORANGE ROMANIA SA,2019-05-30,,91738.09,ORO-TEM-DEV-300,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5762,accounting:BT.BIT 145,BT.BIT 145,ORANGE ROMANIA SA,2019-10-20,7600.00,119365.56,,LOW,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5935,accounting:BT.BIT 149,BT.BIT 149,ORANGE ROMANIA SA,2019-11-29,13000.00,294808.77,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7542,accounting:BT.BIT 205,BT.BIT 205,ORANGE ROMANIA SA,2020-06-26,23000.00,111370.60,CYBEREDU-SM-Y-100-12,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7810,accounting:BT.BIT 218,BT.BIT 218,ORANGE ROMANIA SA,2020-08-03,,81170.88,,LOW,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7834,accounting:BT.BIT 223,BT.BIT 223,ORANGE ROMANIA SA,2020-08-20,18200.00,109858.92,,LOW,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8225,accounting:BT.BIT 233,BT.BIT 233,ORANGE ROMANIA SA,2020-09-28,,85312.50,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8620,accounting:BT.BIT 239,BT.BIT 239,ORANGE ROMANIA SA,2020-11-18,5000.00,112076.66,ORO-TEM-L-10000,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2919,accounting:BT.BIT 58,BT.BIT 58,OTTER-DISTRIBUTION SRL,2018-06-18,1800.00,16798.32,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3888,accounting:BT.BIT 80,BT.BIT 80,OTTER-DISTRIBUTION SRL,2018-12-11,1800.00,25047.18,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8239,accounting:BT.BIT 235,BT.BIT 235,PENTESTTOOLS S.R.L.,2020-10-19,1500.00,7310.55,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8639,accounting:BT.BIT 241,BT.BIT 241,PENTESTTOOLS S.R.L.,2020-12-03,1500.00,7308.15,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:9160,accounting:BT.BIT 250,BT.BIT 250,PINK POST OFFICE  SRL,2021-02-04,2400.00,11698.08,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7832,accounting:BT.BIT 222,BT.BIT 222,POWER SUPPORT SRL,2020-08-18,,462.18,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7986,accounting:BT.BIT 225,BT.BIT 225,POWER SUPPORT SRL,2020-08-26,,588.24,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7021,accounting:BT.BIT 188,BT.BIT 188,QUANTIC LAB S.R.L.,2020-04-09,960.00,4634.69,RED-PEN-B-E-B-50,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7030,accounting:BT.BIT 189,BT.BIT 189,QUANTIC LAB S.R.L.,2020-04-21,960.00,4634.69,RED-PEN-B-E-B-50,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7034,accounting:BT.BIT 191,BT.BIT 191,QUANTIC LAB S.R.L.,2020-04-21,2400.00,11606.40,RED-PEN-B-E-B-50,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3395,accounting:BT.BIT 69,BT.BIT 69,RATIONAL SOFTWARE CONSULTING SRL,2018-09-13,5000.00,23195.46,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3720,accounting:BT.BIT 74,BT.BIT 74,RATIONAL SOFTWARE CONSULTING SRL,2018-11-05,5000.00,23416.54,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4249,accounting:BT.BIT 86,BT.BIT 86,RATIONAL SOFTWARE CONSULTING SRL,2019-02-06,1200.00,5691.24,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4618,accounting:BT.BIT 102,BT.BIT 102,RATIONAL SOFTWARE CONSULTING SRL,2019-04-01,1200.00,5715.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4754,accounting:BT.BIT 108,BT.BIT 108,RATIONAL SOFTWARE CONSULTING SRL,2019-05-03,1200.00,5707.36,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4896,accounting:BT.BIT 114,BT.BIT 114,RATIONAL SOFTWARE CONSULTING SRL,2019-06-03,1200.00,5694.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5086,accounting:BT.BIT 126,BT.BIT 126,RATIONAL SOFTWARE CONSULTING SRL,2019-07-02,1200.00,5679.36,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5262,accounting:BT.BIT 129,BT.BIT 129,RATIONAL SOFTWARE CONSULTING SRL,2019-08-01,1200.00,5680.25,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5447,accounting:BT.BIT 134,BT.BIT 134,RATIONAL SOFTWARE CONSULTING SRL,2019-09-02,1200.00,5667.60,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5615,accounting:BT.BIT 139,BT.BIT 139,RATIONAL SOFTWARE CONSULTING SRL,2019-10-01,1200.00,5701.44,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5775,accounting:BT.BIT 147,BT.BIT 147,RATIONAL SOFTWARE CONSULTING SRL,2019-11-01,1200.00,5705.40,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5949,accounting:BT.BIT 152,BT.BIT 152,RATIONAL SOFTWARE CONSULTING SRL,2019-12-02,1200.00,5733.24,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:69,accounting:BT.BIT 9,BT.BIT 9,RENANIA TRADE SRL,2016-04-12,10300.00,46008.04,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5273,accounting:BT.BIT 131,BT.BIT 131,RESTART ENERGY DEMOCRACY S.R.L.,2019-08-19,5400.00,25527.96,RED-PEN-S-WB-1,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5631,accounting:BT.BIT 143,BT.BIT 143,RESTART ENERGY DEMOCRACY S.R.L.,2019-10-04,5400.00,38574.09,RED-PEN-S-WB-1,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:48158,accounting:BT.R.BIT 58,BT.R.BIT 58,S.I.E.P.C.O.F.A.R. SA,2025-11-26,1539.65,7835.28,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:48160,accounting:BT.R.BIT 59,BT.R.BIT 59,S.I.E.P.C.O.F.A.R. SA,2025-11-26,1539.65,7835.28,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:48238,accounting:BT.R.BIT 83,BT.R.BIT 83,S.I.E.P.C.O.F.A.R. SA,2025-11-26,1539.65,7835.28,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:48240,accounting:BT.R.BIT 84,BT.R.BIT 84,S.I.E.P.C.O.F.A.R. SA,2025-11-26,1539.65,7835.28,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:48166,accounting:BT.R.BIT 62,BT.R.BIT 62,SANVERO HEALTHCARE S.R.L.,2025-11-26,219.95,1119.33,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8220,accounting:BT.BIT 232,BT.BIT 232,SDL LANGUAGE WEAVER S.R.L.,2020-09-21,10500.00,51012.15,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:273,accounting:BT.BIT 11,BT.BIT 11,SETY ROBOTICS SRL,2016-06-21,750.00,3399.75,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:9173,accounting:BT.BIT 253,BT.BIT 253,SMARTDREAMERS SOCIETATE PE ACTIUNI,2021-02-22,1250.00,6093.19,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:9322,accounting:BT.BIT 258,BT.BIT 258,SMARTDREAMERS SOCIETATE PE ACTIUNI,2021-03-16,1250.00,6118.31,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4902,accounting:BT.BIT 116,BT.BIT 116,SMS HIGHWAY SRL,2019-06-05,2360.00,11161.62,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4961,accounting:BT.BIT 122,BT.BIT 122,SMS HIGHWAY SRL,2019-06-25,2360.00,11161.62,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4963,accounting:BT.BIT 123,BT.BIT 123,SMS HIGHWAY SRL,2019-06-25,5900.00,27850.95,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:363,accounting:BT.BIT 20,BT.BIT 20,SYNEVO ROMANIA SRL,2017-01-03,13600.00,61438.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7544,accounting:BT.BIT 206,BT.BIT 206,TELEKOM ROMANIA COMMUNICATIONS S.A.,2020-06-29,12000.00,58126.80,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7555,accounting:BT.BIT 209,BT.BIT 209,TELEKOM ROMANIA COMMUNICATIONS S.A.,2020-07-02,12000.00,58126.80,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7557,accounting:BT.BIT 210,BT.BIT 210,TELEKOM ROMANIA COMMUNICATIONS S.A.,2020-07-02,12000.00,58046.40,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8007,accounting:BT.BIT 230,BT.BIT 230,TELEKOM ROMANIA COMMUNICATIONS S.A.,2020-09-07,1600.00,27155.52,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8012,accounting:BT.BIT 231,BT.BIT 231,TELEKOM ROMANIA COMMUNICATIONS S.A.,2020-09-10,9500.00,46160.50,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
valuta:55403,accounting:BT.BIT 200,BT.BIT 200,"THE BRIEF, INC.",2026-04-30,350.00,1785.14,RED-PEN-B-E-B-5,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4632,accounting:BT.BIT 105,BT.BIT 105,TYPINGDNA SRL,2019-04-11,100.00,475.88,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7984,accounting:BT.BIT 224,BT.BIT 224,TYPINGDNA SRL,2020-08-26,500.00,2420.20,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:8740,accounting:BT.BIT 246,BT.BIT 246,UNITED MEDIA SERVICES SRL,2020-12-14,6000.00,29238.00,RED-PEN-B-I-BP-50,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
valuta:55515,accounting:BT.BIT 203,BT.BIT 203,UNITED NATIONS DEVELOPMENT PROGRAMME,2026-05-21,4875.00,22024.76,CYBEREDU-RUN-EX-2,LOW,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6479,accounting:BT.BIT 171,BT.BIT 171,UNIVERSUM APPS S.R.L.,2020-01-31,2375.00,11347.51,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6606,accounting:BT.BIT 175,BT.BIT 175,UNIVERSUM APPS S.R.L.,2020-02-18,2375.00,11340.15,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6989,accounting:BT.BIT 176,BT.BIT 176,UNIVERSUM APPS S.R.L.,2020-03-19,2375.00,23328.44,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3015,accounting:BT.BIT 59,BT.BIT 59,UP ROMANIA S.R.L.,2018-06-22,4000.00,18674.40,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4393,accounting:BT.BIT 88,BT.BIT 88,VIG MANAGEMENT SERVICE SRL,2019-02-25,3060.00,14571.41,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4439,accounting:BT.BIT 100,BT.BIT 100,VIG MANAGEMENT SERVICE SRL,2019-03-12,7650.00,36349.74,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4433,accounting:BT.BIT 98,BT.BIT 98,VIG MANAGEMENT SERVICE SRL,2019-03-12,3060.00,14571.41,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5758,accounting:BT.BIT 144,BT.BIT 144,VIG MANAGEMENT SERVICE SRL,2019-10-15,4000.00,19009.60,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6121,accounting:BT.BIT 160,BT.BIT 160,VIG MANAGEMENT SERVICE SRL,2019-12-11,2754.00,13162.47,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6199,accounting:BT.BIT 167,BT.BIT 167,VIG MANAGEMENT SERVICE SRL,2019-12-18,2754.00,13162.47,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:6201,accounting:BT.BIT 168,BT.BIT 168,VIG MANAGEMENT SERVICE SRL,2019-12-18,6885.00,32888.96,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7421,accounting:BT.BIT 201,BT.BIT 201,VIVRE DECO S.A.,2020-06-17,1600.00,7737.60,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7567,accounting:BT.BIT 213,BT.BIT 213,VIVRE DECO S.A.,2020-07-15,4000.00,19373.20,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7571,accounting:BT.BIT 214,BT.BIT 214,VIVRE DECO S.A.,2020-07-15,1600.00,7737.60,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:1055,accounting:BT.BIT 21,BT.BIT 21,VOX CARRIER SRL,2017-02-01,1100.00,4976.40,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
valuta:55502,accounting:BT.BIT 202,BT.BIT 202,WAC MALTA LTD.,2026-05-18,15487.50,80671.29,RED-PEN-B-E-B-35,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
valuta:57927,accounting:BT.BIT 205,BT.BIT 205,WAC MALTA LTD.,2026-06-30,15487.50,81200.96,RED-PEN-B-E-B-35,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4965,accounting:BT.BIT 124,BT.BIT 124,WHITE IMAGE LOYALTY SRL,2019-06-25,3000.00,14161.50,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5264,accounting:BT.BIT 128,BT.BIT 128,WHITE IMAGE LOYALTY SRL,2019-08-13,3000.00,18924.00,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:47120,accounting:BT.R.BIT 970,BT.R.BIT 970,WHITE IMAGE LOYALTY SRL,2025-11-17,2950.00,14999.57,RED-PEN-B-E-B-10,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2052,accounting:BT.BIT 35,BT.BIT 35,ZIPPER SERVICES SRL,2017-12-20,4000.00,18510.40,RED-PEN-S-WB-1,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2317,accounting:BT.BIT 37,BT.BIT 37,ZIPPER SERVICES SRL,2018-01-18,4000.00,22240.97,RED-PEN-S-WB-1,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2410,accounting:BT.BIT 41,BT.BIT 41,ZIPPER SERVICES SRL,2018-03-07,6500.00,30287.40,RED-PEN-S-WB-1,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2493,accounting:BT.BIT 42,BT.BIT 42,ZIPPER SERVICES SRL,2018-03-22,6500.00,30328.35,,NONE,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2503,accounting:BT.BIT 45,BT.BIT 45,ZIPPER SERVICES SRL,2018-03-29,6500.00,30328.35,RED-PEN-S-WB-1,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2505,accounting:BT.BIT 46,BT.BIT 46,ZIPPER SERVICES SRL,2018-04-04,1200.00,5591.76,RED-GDPR-10,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2846,accounting:BT.BIT 52,BT.BIT 52,ZIPPER SERVICES SRL,2018-05-28,800.00,3703.04,RED-GDPR-3,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:2855,accounting:BT.BIT 55,BT.BIT 55,ZIPPER SERVICES SRL,2018-06-05,,920.00,RED-GDPR-10,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3017,accounting:BT.BIT 60,BT.BIT 60,ZIPPER SERVICES SRL,2018-06-22,1200.00,16817.52,RED-GDPR-10,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3032,accounting:BT.BIT 63,BT.BIT 63,ZIPPER SERVICES SRL,2018-07-20,1000.00,4654.90,RED-GDPR-2,LOW,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3222,accounting:BT.BIT 64,BT.BIT 64,ZIPPER SERVICES SRL,2018-08-01,4500.00,20827.35,RED-GDPR-10,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3381,accounting:BT.BIT 65,BT.BIT 65,ZIPPER SERVICES SRL,2018-09-03,500.00,2322.00,RED-GDPR-10,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:3387,accounting:BT.BIT 68,BT.BIT 68,ZIPPER SERVICES SRL,2018-09-03,800.00,3716.96,RED-GDPR-3,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4405,accounting:BT.BIT 94,BT.BIT 94,ZIPPER SERVICES SRL,2019-02-28,1350.00,6401.16,RED-GDPR-5,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:4918,accounting:BT.BIT 121,BT.BIT 121,ZIPPER SERVICES SRL,2019-06-10,1350.00,6340.14,RED-GDPR-5,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5267,accounting:BT.BIT 129,BT.BIT 129,ZIPPER SERVICES SRL,2019-08-13,1350.00,6340.14,RED-GDPR-5,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:5270,accounting:BT.BIT 130,BT.BIT 130,ZIPPER SERVICES SRL,2019-08-13,,6340.14,RED-GDPR-5,MEDIUM,Present in newest accounting export but absent from production (usually externalRecordId collision).
ron:7209,accounting:BT.BIT 194,BT.BIT 194,ZIPPER SERVICES SRL,2020-04-30,9500.00,45829.90,RED-PEN-S-WB-1,HIGH,Present in newest accounting export but absent from production (usually externalRecordId collision).
