invoiceKey,truthPartNumber,scorerTopPartNumber,agree,scorerScore,scorerBand,scorerMatchedOn
accounting:BT.BIT 529,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (148d)
accounting:BT.BIT 530,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 535,RED-PEN-B-E-B-15,RED-PEN-B-E-B-15,yes,46,MEDIUM-ish,amount~avans data final (0d)
accounting:BT.BIT 538,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 539,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (175d)
accounting:BT.BIT 540,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 555,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 556,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (210d)
accounting:BT.BIT 557,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 561,RED-PEN-B-I-B-30,RED-PEN-B-I-B-30,yes,52,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 564,RED-PEN-B-I-BP-150,RED-PEN-B-I-BP-150,yes,46,MEDIUM-ish,amount~final data final (1d)
accounting:BT.BIT 565,RED-PEN-B-I-B-30,RED-PEN-B-I-B-30,yes,46,MEDIUM-ish,amount~avans data avans (17d)
accounting:BT.BIT 568,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 569,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (245d)
accounting:BT.BIT 570,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 578,RED-C-M-YY-12,RED-C-M-YY-12,yes,32,MEDIUM-ish,amount~final
accounting:BT.BIT 583,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 584,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (276d)
accounting:BT.BIT 585,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 593,RED-PEN-B-E-B-25,CONSULTANCY-MISC-100,no,52,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 596,RED-NIS-C-AUDIT-100,RED-NIS-C-AUDIT-100,yes,46,MEDIUM-ish,amount~final data final (22d)
accounting:BT.BIT 598,RED-PEN-S-G-10,RED-PEN-S-G-2,no,45,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 600,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 601,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (308d)
accounting:BT.BIT 602,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 610,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 611,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (326d)
accounting:BT.BIT 612,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 619,RED-PEN-B-E-B-25,CONSULTANCY-MISC-100,no,46,MEDIUM-ish,amount~avans data final (3d)
accounting:BT.BIT 623,BLUE-IR-10,BLUE-IR-10,yes,51,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 624,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 625,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (365d)
accounting:BT.BIT 626,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 634,BLUE-IR-10,BLUE-IR-10,yes,45,MEDIUM-ish,amount~avans data avans (19d)
accounting:BT.BIT 637,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 638,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (326d)
accounting:BT.BIT 639,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 650,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 651,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (303d)
accounting:BT.BIT 652,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 665,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 666,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (277d)
accounting:BT.BIT 667,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 678,RED-VA-I-S-25,RED-VA-I-S-25,yes,30,MEDIUM-ish,amount~avans
accounting:BT.BIT 682,PHISH-P-L-MM-S-200-12,PHISH-P-L-MM-S-200-12,yes,36,MEDIUM-ish,amount~final desc~0.23
accounting:BT.BIT 684,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 685,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (247d)
accounting:BT.BIT 686,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 700,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 701,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (215d)
accounting:BT.BIT 702,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 714,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 715,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (184d)
accounting:BT.BIT 716,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 728,RED-PEN-B-E-B-5,RED-PEN-B-E-B-5,yes,47,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 730,RED-PEN-B-E-B-25,RED-PEN-B-E-B-25,yes,52,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 731,RED-PEN-B-E-B-5,RED-PEN-B-E-B-5,yes,52,MEDIUM-ish,amount~final data avans (19d)
accounting:BT.BIT 732,BLUE-MDR-C-725,RED-NIS-C-PEN-300,no,23,LOW-ish,amount~final
accounting:BT.BIT 736,BLUE-MDR-C-725,RED-NIS-C-PEN-300,no,23,LOW-ish,amount~final
accounting:BT.BIT 740,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 741,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (154d)
accounting:BT.BIT 742,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 752,RED-PEN-B-E-B-25,RED-PEN-B-E-B-25,yes,51,MEDIUM-ish,amount~final data avans (28d)
accounting:BT.BIT 753,RED-PEN-B-E-B-25,RED-PEN-B-E-B-25,yes,46,MEDIUM-ish,amount~avans data avans (31d)
accounting:BT.BIT 754,RED-PEN-B-E-B-25,RED-PEN-B-E-B-25,yes,45,MEDIUM-ish,amount~final data avans (31d)
accounting:BT.BIT 755,RED-PEN-B-E-B-25,RED-PEN-B-E-B-25,yes,46,MEDIUM-ish,amount~total data avans (31d)
accounting:BT.BIT 757,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (34d)
accounting:BT.BIT 758,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (34d)
accounting:BT.BIT 762,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 763,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 764,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 772,CONSULTANCY-MISC-8,CONSULTANCY-MISC-8,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 774,RED-PEN-B-E-B-50,RED-PEN-B-E-B-50,yes,51,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 782,RED-PEN-S-G-10,RED-PEN-S-G-2,no,45,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 788,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (77d)
accounting:BT.BIT 789,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (77d)
accounting:BT.BIT 793,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 794,RED-PEN-S-G-1,BLUE-MDR-C-100,no,39,MEDIUM-ish,amount~final data final (80d)
accounting:BT.BIT 795,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 803,RED-PEN-B-E-B-50,RED-PEN-B-E-B-50,yes,45,MEDIUM-ish,amount~avans data final (0d)
accounting:BT.BIT 809,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (96d)
accounting:BT.BIT 810,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (96d)
accounting:BT.BIT 814,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 815,RED-PEN-S-G-1,BLUE-MDR-C-100,no,39,MEDIUM-ish,amount~final data final (61d)
accounting:BT.BIT 816,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 824,RED-PEN-B-E-B-11,RED-PEN-B-E-B-11,yes,46,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 826,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,5,LOW-ish,data final (127d)
accounting:BT.BIT 827,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,5,LOW-ish,data final (127d)
accounting:BT.BIT 832,RED-PEN-S-G-1,BLUE-MDR-C-100,no,46,MEDIUM-ish,amount~final data final (30d)
accounting:BT.BIT 833,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 845,RED-PEN-B-E-B-11,RED-PEN-B-E-B-11,yes,46,MEDIUM-ish,amount~avans data avans (24d)
accounting:BT.BIT 846,RED-PEN-B-E-B-11,RED-PEN-B-E-B-11,yes,46,MEDIUM-ish,amount~final data avans (24d)
accounting:BT.BIT 849,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,5,LOW-ish,data final (154d)
accounting:BT.BIT 850,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,5,LOW-ish,data final (154d)
accounting:BT.BIT 854,RED-PEN-S-G-1,RED-C-M-MM-16,no,30,MEDIUM-ish,amount~final
accounting:BT.BIT 855,RED-PEN-S-G-1,BLUE-MDR-C-100,no,46,MEDIUM-ish,amount~final data final (3d)
accounting:BT.BIT 856,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 863,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,46,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 867,CONSULTANCY-MISC-8,CONSULTANCY-MISC-8,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 870,RED-PEN-B-E-B-10,RED-PEN-B-E-B-10,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 872,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 873,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 878,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,5,LOW-ish,data final (195d)
accounting:BT.BIT 879,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,5,LOW-ish,data final (195d)
accounting:BT.BIT 883,RED-PEN-S-G-1,RED-C-M-MM-16,no,33,MEDIUM-ish,amount~final data final (351d)
accounting:BT.BIT 884,RED-PEN-S-G-1,BLUE-MDR-C-100,no,39,MEDIUM-ish,amount~final data final (38d)
accounting:BT.BIT 885,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 893,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,46,MEDIUM-ish,amount~final data final (16d)
accounting:BT.BIT 894,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,46,MEDIUM-ish,amount~final data final (16d)
accounting:BT.BIT 895,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,47,MEDIUM-ish,amount~final data final (1d)
accounting:BT.BIT 902,BLUE-IR-10,BLUE-IR-10,yes,48,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 903,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data est. close (111d)
accounting:BT.BIT 904,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data est. close (111d)
accounting:BT.BIT 908,RED-PEN-S-G-1,RED-C-M-MM-16,no,33,MEDIUM-ish,amount~final data final (317d)
accounting:BT.BIT 909,RED-PEN-S-G-1,BLUE-MDR-C-100,no,39,MEDIUM-ish,amount~final data final (72d)
accounting:BT.BIT 910,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 917,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,39,MEDIUM-ish,amount~final data final (47d)
accounting:BT.BIT 918,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,39,MEDIUM-ish,amount~final data final (47d)
accounting:BT.BIT 919,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,40,MEDIUM-ish,amount~final data final (32d)
accounting:BT.BIT 927,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (110d)
accounting:BT.BIT 928,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (110d)
accounting:BT.BIT 932,RED-PEN-S-G-1,RED-C-M-MM-16,no,33,MEDIUM-ish,amount~final data final (301d)
accounting:BT.BIT 933,RED-PEN-S-G-1,BLUE-MDR-C-100,no,39,MEDIUM-ish,amount~final data final (88d)
accounting:BT.BIT 934,RED-PEN-B-I-BP-50,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
accounting:BT.BIT 943,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,39,MEDIUM-ish,amount~final data final (63d)
accounting:BT.BIT 944,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,40,MEDIUM-ish,amount~final data final (48d)
accounting:BT.BIT 949,RED-VA-I-S-25,RED-VA-I-S-25,yes,30,MEDIUM-ish,amount~avans
accounting:BT.BIT 955,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (77d)
accounting:BT.BIT 956,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (77d)
accounting:BT.BIT 960,RED-PEN-S-G-1,RED-C-M-MM-16,no,33,MEDIUM-ish,amount~final data final (268d)
accounting:BT.BIT 961,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (121d)
accounting:BT.BIT 970,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,39,MEDIUM-ish,amount~final data final (96d)
accounting:BT.BIT 971,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,39,MEDIUM-ish,amount~final data final (96d)
accounting:BT.BIT 972,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,40,MEDIUM-ish,amount~final data final (81d)
accounting:BT.R.BIT 4,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (48d)
accounting:BT.R.BIT 5,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,10,LOW-ish,data final (48d)
accounting:BT.R.BIT 9,RED-PEN-S-G-1,RED-C-M-MM-16,no,33,MEDIUM-ish,amount~final data final (239d)
accounting:BT.R.BIT 10,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (150d)
accounting:BT.R.BIT 21,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (125d)
accounting:BT.R.BIT 22,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (125d)
accounting:BT.R.BIT 23,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,40,MEDIUM-ish,amount~final data final (110d)
accounting:BT. BIT 984,CYBEREDU-RUN-EX-1,RED-PEN-B-I-BP-150,no,22,LOW-ish,amount~final
accounting:BT.R.BIT 957,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,16,LOW-ish,data final (12d)
accounting:BT.R.BIT 63,RED-PEN-S-G-1,RED-C-M-MM-16,no,33,MEDIUM-ish,amount~final data final (154d)
accounting:BT.R.BIT 64,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (235d)
accounting:BT.R.BIT 75,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (210d)
accounting:BT.R.BIT 76,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (210d)
accounting:BT.R.BIT 77,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,35,MEDIUM-ish,amount~final data final (195d)
accounting:BT.R.BIT 965,PHISH-T-MM-FM-<500>-<3>,PHISH-T-MM-FM-<500>-<3>,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.R.BIT 36,RED-PEN-S-G-1,RED-C-M-MM-16,no,33,MEDIUM-ish,amount~final data final (191d)
accounting:BT.R.BIT 37,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (198d)
accounting:BT.R.BIT 48,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (173d)
accounting:BT.R.BIT 49,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (173d)
accounting:BT.R.BIT 50,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,35,MEDIUM-ish,amount~final data final (158d)
accounting:BT.R.BIT 31,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,16,LOW-ish,data final (0d)
accounting:BT.R.BIT 32,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,16,LOW-ish,data final (0d)
accounting:BT.R.BIT 969,RED-PEN-B-E-B-10,RED-PEN-B-E-B-10,yes,52,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.R.BIT 85,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (37d)
accounting:BT.R.BIT 86,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (37d)
accounting:BT.BIT 1009,RED-AUDIT-A-30,RED-AUDIT-A-30,yes,46,MEDIUM-ish,amount~final data avans (0d)
accounting:BT.R.BIT_ 86,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (64d)
accounting:BT.R.BIT 87,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (64d)
accounting:BT.R.BIT 91,RED-PEN-S-G-1,RED-C-M-MM-16,no,38,MEDIUM-ish,amount~final data est. close (103d)
accounting:BT.R.BIT 92,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (262d)
accounting:BT.R.BIT 102,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (237d)
accounting:BT.R.BIT 103,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (237d)
accounting:BT.R.BIT 104,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,35,MEDIUM-ish,amount~final data final (222d)
accounting:BT.R.BIT 113,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (92d)
accounting:BT.R.BIT 114,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (92d)
accounting:BT.R.BIT 118,RED-PEN-S-G-1,RED-C-M-MM-16,no,38,MEDIUM-ish,amount~final data final (99d)
accounting:BT.R.BIT 119,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (290d)
accounting:BT.R.BIT 129,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (265d)
accounting:BT.R.BIT 130,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (265d)
accounting:BT.R.BIT 131,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,35,MEDIUM-ish,amount~final data final (250d)
accounting:BT.BIT 1013,RED-PEN-B-E-B-13,RED-PEN-B-E-B-13,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 1022,CYBEREDU-RUN-EX-1,CYBEREDU-MISC,no,45,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 1024,CYBEREDU-RUN-EX-1,BLUE-IR-30,no,45,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 1025,RED-PEN-B-E-B-8,RED-PEN-B-E-B-8,yes,52,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 1027,RED-PEN-S-G-10,RED-PEN-S-G-2,no,45,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 1029,RED-PEN-B-E-B-8,RED-PEN-B-E-B-8,yes,46,MEDIUM-ish,amount~avans data avans (7d)
accounting:BT.R.BIT 140,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (116d)
accounting:BT.R.BIT 141,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,9,LOW-ish,data final (116d)
accounting:BT.R.BIT 145,RED-PEN-S-G-1,RED-C-M-MM-16,no,38,MEDIUM-ish,amount~final data final (75d)
accounting:BT.R.BIT 146,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (314d)
accounting:BT.R.BIT 157,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (289d)
accounting:BT.R.BIT 158,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (289d)
accounting:BT.R.BIT 159,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,35,MEDIUM-ish,amount~final data final (274d)
accounting:BT.BIT 1033,RED-PEN-B-E-B-5,RED-PEN-B-E-B-5,yes,52,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 1034,RED-PEN-B-E-B-44,RED-PEN-B-E-B-44,yes,16,LOW-ish,data final (0d)
accounting:BT.BIT 1036,RED-PEN-B-E-B-5,RED-PEN-B-E-B-5,yes,52,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 1037,RED-PEN-B-E-B-5,RED-PEN-B-E-B-5,yes,46,MEDIUM-ish,amount~avans data avans (12d)
accounting:BT.BIT 1038,CONSULTANCY-MISC-7,CONSULTANCY-MISC-7,yes,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 1043,RED-PEN-B-E-B-5,RED-PEN-B-E-B-5,yes,46,MEDIUM-ish,amount~avans data avans (13d)
accounting:BT.R.BIT 165,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (324d)
accounting:BT.R.BIT 170,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,4,LOW-ish,data final (151d)
accounting:BT.R.BIT 171,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,4,LOW-ish,data final (151d)
accounting:BT.R.BIT 172,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (324d)
accounting:BT.R.BIT 183,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,35,MEDIUM-ish,amount~final data final (309d)
accounting:BT.R.BIT 190,RED-PEN-S-G-1,RED-C-M-MM-16,no,45,MEDIUM-ish,amount~final data est. close (16d)
accounting:BT.R.BIT 191,RED-PEN-S-G-1,BLUE-MDR-C-100,no,34,MEDIUM-ish,amount~final data final (349d)
accounting:BT.BIT 1048,RED-PEN-B-E-B-44,RED-PEN-B-E-B-44,yes,16,LOW-ish,data final (31d)
accounting:BT.BIT 1052,CONSULTANCY-MISC-56,CONSULTANCY-MISC-5,no,46,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 1054,CYBEREDU-RUN-EX-1,CYBEREDU-MISC,no,45,MEDIUM-ish,amount~final data final (1d)
accounting:BT.BIT 1055,CYBEREDU-RUN-EX-1,CYBEREDU-MISC,no,45,MEDIUM-ish,amount~final data final (1d)
accounting:BT.BIT 1056,CYBEREDU-RUN-EX-1,CYBEREDU-MISC,no,45,MEDIUM-ish,amount~final data final (1d)
accounting:BT.BIT 1057,RED-PEN-B-E-B-44,RED-PEN-B-E-B-44,yes,16,LOW-ish,data final (1d)
accounting:BT.BIT 1058,RED-PEN-B-E-B-44,RED-PEN-B-E-B-44,yes,39,MEDIUM-ish,amount~final data final (32d)
accounting:BT.BIT 1063,RED-PEN-B-E-B-50,RED-PEN-B-E-B-50,yes,51,MEDIUM-ish,amount~avans data avans (0d)
accounting:BT.BIT 1064,RED-PEN-S-G-10,RED-PEN-S-G-2,no,45,MEDIUM-ish,amount~final data final (0d)
accounting:BT.BIT 1065,RED-PEN-B-E-B-50,RED-PEN-B-E-B-50,yes,45,MEDIUM-ish,amount~avans data avans (13d)
accounting:BT.R.BIT 194,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (364d)
accounting:BT.R.BIT 199,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,4,LOW-ish,data final (191d)
accounting:BT.R.BIT 200,BLUE-MDR-C-725,BLUE-MDR-C-725,yes,4,LOW-ish,data final (191d)
accounting:BT.R.BIT 201,BLUE-MDR-C-6,BLUE-MDR-C-6,yes,34,MEDIUM-ish,amount~final data final (364d)
accounting:BT.R.BIT 212,BLUE-MDR-C-5,BLUE-MDR-C-5,yes,35,MEDIUM-ish,amount~final data final (349d)
accounting:BT.R.BIT 219,RED-PEN-S-G-1,RED-C-M-MM-16,no,45,MEDIUM-ish,amount~final data final (0d)
accounting:BT.R.BIT 220,RED-PEN-S-G-1,BLUE-MDR-C-100,no,31,MEDIUM-ish,amount~final
