organization,partNumber,trackerRow,milestone,expectedDate,dateSource,trackerAmount,contractRef,accountingStatus,trackerFacturatFlag,flagDiscrepancy,matchedInvoiceNumber,matchedInvoiceSource,matchedInvoiceDate,dateGapDays
SILKWEB SA,RED-PEN-S-G-1,210,avans,2021-07-12,actual,2600.00,195/29.06.2021,INVOICED_ACCOUNTING,Da,,BT.BIT 279,ron,2021-07-12,0
SILKWEB SA,RED-PEN-S-G-1,210,final,2021-08-25,actual,3900.00,195/29.06.2021,INVOICED_ACCOUNTING,Da,,BT.BIT 294,ron,2021-10-04,40
SILKWEB SA,RED-C-M-MM-16,212,final,2021-10-04,actual,625.00,NR. 1 DIN 18.3.2022,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
SILKWEB SA,RED-C-M-MM-16,213,final,2021-11-01,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 301,ron,2021-11-01,0
SILKWEB SA,RED-C-M-MM-16,214,final,2021-12-02,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 306,ron,2021-12-02,0
SILKWEB SA,RED-C-M-MM-16,215,final,2022-01-04,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 316,ron,2022-01-04,0
SILKWEB SA,RED-C-M-MM-16,216,final,2022-02-03,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 322,ron,2022-02-03,0
SILKWEB SA,RED-C-M-MM-16,217,final,2022-03-03,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 326,ron,2022-03-03,0
SILKWEB SA,RED-C-M-MM-16,218,final,2022-04-06,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 338,ron,2022-04-06,0
SILKWEB SA,RED-C-M-MM-16,219,final,2022-05-09,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 344,ron,2022-05-09,0
SILKWEB SA,RED-C-M-MM-16,220,final,2022-06-09,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 356,ron,2022-06-09,0
SILKWEB SA,BLUE-MDR-I,230,final,2022-06-09,actual,3000.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 358,ron,2022-06-09,0
SILKWEB SA,BLUE-MDR-C-60,231,final,2022-06-09,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 357,ron,2022-06-09,0
SILKWEB SA,RED-C-M-MM-16,221,final,2022-07-12,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 368,ron,2022-07-12,0
SILKWEB SA,BLUE-MDR-C-60,232,final,2022-07-12,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 369,ron,2022-07-12,0
SILKWEB SA,RED-C-M-MM-16,222,final,2022-08-08,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 380,ron,2022-08-08,0
SILKWEB SA,BLUE-MDR-C-60,233,final,2022-08-08,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 381,ron,2022-08-08,0
SILKWEB SA,RED-C-M-MM-16,223,final,2022-09-09,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 388,ron,2022-09-09,0
SILKWEB SA,BLUE-MDR-C-60,234,final,2022-09-09,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 389,ron,2022-09-09,0
SILKWEB SA,RED-C-M-MM-16,224,final,2022-10-03,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 398,ron,2022-10-03,0
SILKWEB SA,BLUE-MDR-C-60,235,final,2022-10-03,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 399,ron,2022-10-03,0
SILKWEB SA,RED-C-M-MM-16,225,final,2022-11-06,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,410,ron,2022-11-06,0
SILKWEB SA,BLUE-MDR-C-60,236,final,2022-11-06,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,411,ron,2022-11-06,0
SILKWEB SA,RED-C-M-MM-16,226,final,2022-12-09,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,417,ron,2022-12-09,0
SILKWEB SA,BLUE-MDR-C-60,237,final,2022-12-09,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,418,ron,2022-12-09,0
SILKWEB SA,RED-C-M-MM-16,227,final,2023-01-09,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,444,ron,2023-01-09,0
SILKWEB SA,BLUE-MDR-C-60,238,final,2023-01-09,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,445,ron,2023-01-09,0
SILKWEB SA,RED-C-M-MM-16,228,final,2023-02-07,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 449,ron,2023-02-07,0
SILKWEB SA,BLUE-MDR-C-60,239,final,2023-02-07,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 450,ron,2023-02-07,0
SILKWEB SA,RED-C-M-MM-16,229,final,2023-03-01,actual,625.00,NR. 1 DIN 18.3.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 456,ron,2023-03-01,0
SILKWEB SA,BLUE-MDR-C-60,240,final,2023-03-01,actual,950.00,NR. 2 DIN 18.04.2022,INVOICED_ACCOUNTING,Da,,BT.BIT 455,ron,2023-03-01,0
SILKWEB SA,BLUE-MDR-C-100,241,final,2023-04-10,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 463,ron,2023-04-10,0
SILKWEB SA,RED-C-M-MM-16,253,final,2023-04-10,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 464,ron,2023-04-10,0
SILKWEB SA,BLUE-MDR-C-100,242,final,2023-05-03,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 470,ron,2023-05-03,0
SILKWEB SA,RED-C-M-MM-16,254,final,2023-05-03,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 469,ron,2023-05-03,0
SILKWEB SA,BLUE-MDR-C-100,243,final,2023-06-08,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 487,ron,2023-06-08,0
SILKWEB SA,RED-C-M-MM-16,255,final,2023-06-08,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 486,ron,2023-06-08,0
SILKWEB SA,BLUE-MDR-C-100,244,final,2023-07-04,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 497,ron,2023-07-04,0
SILKWEB SA,RED-C-M-MM-16,256,final,2023-07-04,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 496,ron,2023-07-04,0
SILKWEB SA,BLUE-MDR-C-100,245,final,2023-08-07,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 514,ron,2023-08-07,0
SILKWEB SA,RED-C-M-MM-16,257,final,2023-08-07,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 513,ron,2023-08-07,0
SILKWEB SA,BLUE-MDR-C-100,246,final,2023-09-06,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 529,ron,2023-09-05,1
SILKWEB SA,RED-C-M-MM-16,258,final,2023-09-06,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 528,ron,2023-09-05,1
SILKWEB SA,BLUE-MDR-C-100,247,final,2023-10-02,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 539,ron,2023-10-02,0
SILKWEB SA,RED-C-M-MM-16,259,final,2023-10-02,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 538,ron,2023-10-02,0
SILKWEB SA,BLUE-MDR-C-100,248,final,2023-11-06,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 556,ron,2023-11-06,0
SILKWEB SA,RED-C-M-MM-16,260,final,2023-11-06,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 555,ron,2023-11-06,0
SILKWEB SA,BLUE-MDR-C-100,249,final,2023-12-08,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 569,ron,2023-12-11,3
SILKWEB SA,RED-C-M-MM-16,261,final,2023-12-08,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 568,ron,2023-12-11,3
SILKWEB SA,RED-C-M-MM-16,262,final,2024-01-09,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 583,ron,2024-01-11,2
SILKWEB SA,BLUE-MDR-C-100,250,final,2024-01-11,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 584,ron,2024-01-11,0
SILKWEB SA,BLUE-MDR-C-100,251,final,2024-02-08,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 601,ron,2024-02-12,4
SILKWEB SA,RED-C-M-MM-16,263,final,2024-02-10,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 600,ron,2024-02-12,2
SILKWEB SA,BLUE-MDR-C-100,252,final,2024-03-13,actual,1350.00,NR. 3 DIN 23.03.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 611,ron,2024-03-01,12
SILKWEB SA,RED-C-M-MM-16,264,final,2024-03-13,actual,625.00,NR. 4 DIN 23.3.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 610,ron,2024-03-01,12
SILKWEB SA,BLUE-MDR-C-100,265,final,2024-04-14,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 625,ron,2024-04-09,5
SILKWEB SA,RED-C-M-MM-16,277,final,2024-04-14,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 624,ron,2024-04-09,5
SILKWEB SA,BLUE-MDR-C-100,266,final,2024-05-16,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 638,ron,2024-05-14,2
SILKWEB SA,RED-C-M-MM-16,278,final,2024-05-16,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 637,ron,2024-05-14,2
SILKWEB SA,BLUE-MDR-C-100,267,final,2024-06-06,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 651,ron,2024-06-06,0
SILKWEB SA,RED-C-M-MM-16,279,final,2024-06-06,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 650,ron,2024-06-06,0
SILKWEB SA,BLUE-MDR-C-100,268,final,2024-07-02,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 666,ron,2024-07-02,0
SILKWEB SA,RED-C-M-MM-16,280,final,2024-07-02,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 665,ron,2024-07-02,0
SILKWEB SA,BLUE-MDR-C-100,269,final,2024-08-01,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 685,ron,2024-08-01,0
SILKWEB SA,RED-C-M-MM-16,281,final,2024-08-01,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 684,ron,2024-08-01,0
SILKWEB SA,BLUE-MDR-C-100,270,final,2024-09-02,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 701,ron,2024-09-02,0
SILKWEB SA,RED-C-M-MM-16,282,final,2024-09-02,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 700,ron,2024-09-02,0
SILKWEB SA,BLUE-MDR-C-100,271,final,2024-10-04,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 715,ron,2024-10-03,1
SILKWEB SA,RED-C-M-MM-16,283,final,2024-10-04,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 714,ron,2024-10-03,1
SILKWEB SA,BLUE-MDR-C-100,272,final,2024-11-05,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 741,ron,2024-11-02,3
SILKWEB SA,RED-C-M-MM-16,284,final,2024-11-05,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 740,ron,2024-11-02,3
SILKWEB SA,BLUE-MDR-C-100,273,final,2024-12-07,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 763,ron,2024-12-03,4
SILKWEB SA,RED-C-M-MM-16,285,final,2024-12-07,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 762,ron,2024-12-03,4
SILKWEB SA,RED-C-M-MM-16,286,final,2025-01-05,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 793,ron,2025-01-15,10
SILKWEB SA,BLUE-MDR-C-100,274,final,2025-01-08,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 794,ron,2025-01-15,7
SILKWEB SA,RED-C-M-MM-16,287,final,2025-02-05,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 814,ron,2025-02-03,2
SILKWEB SA,BLUE-MDR-C-100,275,final,2025-02-09,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 815,ron,2025-02-03,6
SILKWEB SA,RED-C-M-MM-16,288,final,2025-03-05,actual,625.00,NR. 6 DIN 25.3.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 831,ron,2025-03-06,1
SILKWEB SA,BLUE-MDR-C-100,276,final,2025-03-13,actual,1350.00,NR. 5 DIN 25.03.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 832,ron,2025-03-06,7
SILKWEB SA,RED-C-M-MM-16,289,final,2025-04-05,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 854,ron,2025-04-02,3
SILKWEB SA,BLUE-MDR-C-100,313,final,2025-04-05,actual,1350.00,NR. 10 DIN 9.3.2038,INVOICED_ACCOUNTING,Da,,BT.BIT 855,ron,2025-04-02,3
SILKWEB SA,RED-C-M-MM-16,290,final,2025-05-13,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 883,ron,2025-05-13,0
SILKWEB SA,BLUE-MDR-C-100,314,final,2025-05-13,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 884,ron,2025-05-13,0
SILKWEB SA,RED-C-M-MM-16,291,final,2025-06-16,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 908,ron,2025-06-16,0
SILKWEB SA,BLUE-MDR-C-100,315,final,2025-06-16,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 909,ron,2025-06-16,0
SILKWEB SA,RED-C-M-MM-16,292,final,2025-07-10,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 932,ron,2025-07-02,8
SILKWEB SA,BLUE-MDR-C-100,316,final,2025-07-10,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 933,ron,2025-07-02,8
SILKWEB SA,RED-C-M-MM-16,293,final,2025-08-04,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 960,ron,2025-08-04,0
SILKWEB SA,BLUE-MDR-C-100,317,final,2025-08-04,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.BIT 961,ron,2025-08-04,0
SILKWEB SA,RED-C-M-MM-16,294,final,2025-09-05,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 9,ron,2025-09-02,3
SILKWEB SA,BLUE-MDR-C-100,318,final,2025-09-05,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 10,ron,2025-09-02,3
SILKWEB SA,RED-C-M-MM-16,295,final,2025-10-20,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 36,ron,2025-10-20,0
SILKWEB SA,BLUE-MDR-C-100,319,final,2025-10-20,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 37,ron,2025-10-20,0
SILKWEB SA,RED-C-M-MM-16,296,final,2025-11-26,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 63,ron,2025-11-26,0
SILKWEB SA,BLUE-MDR-C-100,320,final,2025-11-26,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 64,ron,2025-11-26,0
SILKWEB SA,RED-C-M-MM-16,297,final,2025-12-23,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 91,ron,2025-12-23,0
SILKWEB SA,BLUE-MDR-C-100,321,final,2025-12-23,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 92,ron,2025-12-23,0
SILKWEB SA,RED-C-M-MM-16,298,final,2026-01-20,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 118,ron,2026-01-20,0
SILKWEB SA,BLUE-MDR-C-100,322,final,2026-01-20,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 119,ron,2026-01-20,0
SILKWEB SA,RED-C-M-MM-16,299,final,2026-02-13,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 145,ron,2026-02-13,0
SILKWEB SA,BLUE-MDR-C-100,323,final,2026-02-13,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 146,ron,2026-02-13,0
SILKWEB SA,RED-PEN-S-W-<1>,211,avans,2026-03-12,actual,4200.00,Nr. 11 din 9.3.2026,INVOICED_ACCOUNTING,Da,,BT.BIT 1042,ron,2026-03-17,5
SILKWEB SA,RED-C-M-MM-16,300,final,2026-03-20,actual,625.00,NR. 7 DIN 25.3.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 190,ron,2026-03-20,0
SILKWEB SA,BLUE-MDR-C-100,324,final,2026-03-20,actual,1350.00,NR. 8 DIN 25.03.2025,INVOICED_ACCOUNTING,Da,,BT.R.BIT 191,ron,2026-03-20,0
SILKWEB SA,RED-PEN-S-W-<1>,211,final,2026-03-27,actual,4200.00,Nr. 11 din 9.3.2026,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
SILKWEB SA,RED-C-M-MM-16,301,final,2026-04-29,actual,625.00,NR. 10 DIN 9.3.2026,INVOICED_ACCOUNTING,Da,,BT.R.BIT 219,ron,2026-04-29,0
SILKWEB SA,BLUE-MDR-C-100,325,final,2026-04-29,actual,1350.00,NR. 9 DIN 9.03.2026,INVOICED_ACCOUNTING,Da,,BT.R.BIT 220,ron,2026-04-29,0
SILKWEB SA,RED-C-M-MM-16,302,final,2026-05-25,actual,625.00,NR. 10 DIN 9.3.2027,INVOICED_ACCOUNTING,Da,,BT.R.BIT 248,ron,2026-05-25,0
SILKWEB SA,BLUE-MDR-C-100,326,final,2026-05-25,actual,1350.00,NR. 9 DIN 9.03.2026,INVOICED_ACCOUNTING,Da,,BT.R.BIT 249,ron,2026-05-25,0
SILKWEB SA,RED-C-M-MM-16,303,final,2026-06-19,actual,625.00,NR. 10 DIN 9.3.2028,INVOICED_ACCOUNTING,Da,,BT.R.BIT 277,ron,2026-06-17,2
SILKWEB SA,BLUE-MDR-C-100,327,final,2026-06-19,actual,1350.00,NR. 9 DIN 9.03.2026,INVOICED_ACCOUNTING,Da,,BT.R.BIT 278,ron,2026-06-17,2
SILKWEB SA,RED-C-M-MM-16,304,final,2026-07-05,estimated,625.00,NR. 10 DIN 9.3.2029,INVOICED_ACCOUNTING,Nu,TRACKER_FLAG_STALE_NOT_BILLED,BT.R.BIT 306,ron,2026-07-18,13
SILKWEB SA,BLUE-MDR-C-100,328,final,2026-07-05,estimated,1350.00,NR. 9 DIN 9.03.2026,INVOICED_ACCOUNTING,Nu,TRACKER_FLAG_STALE_NOT_BILLED,BT.R.BIT 307,ron,2026-07-18,13
SILKWEB SA,RED-C-M-MM-16,305,final,2026-08-05,estimated,625.00,NR. 10 DIN 9.3.2030,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,329,final,2026-08-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SILKWEB SA,RED-C-M-MM-16,306,final,2026-09-05,estimated,625.00,NR. 10 DIN 9.3.2031,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,330,final,2026-09-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SILKWEB SA,RED-C-M-MM-16,307,final,2026-10-05,estimated,625.00,NR. 10 DIN 9.3.2032,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,331,final,2026-10-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SILKWEB SA,RED-C-M-MM-16,308,final,2026-11-05,estimated,625.00,NR. 10 DIN 9.3.2033,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,332,final,2026-11-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SILKWEB SA,RED-C-M-MM-16,309,final,2026-12-05,estimated,625.00,NR. 10 DIN 9.3.2034,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,333,final,2026-12-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SILKWEB SA,RED-C-M-MM-16,310,final,2027-01-05,estimated,625.00,NR. 10 DIN 9.3.2035,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,334,final,2027-01-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SILKWEB SA,RED-C-M-MM-16,311,final,2027-02-05,estimated,625.00,NR. 10 DIN 9.3.2036,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,335,final,2027-02-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SILKWEB SA,RED-C-M-MM-16,312,final,2027-03-05,estimated,625.00,NR. 10 DIN 9.3.2037,UPCOMING,Nu,,,,,
SILKWEB SA,BLUE-MDR-C-100,336,final,2027-03-05,estimated,1350.00,NR. 9 DIN 9.03.2026,UPCOMING,Nu,,,,,
SNGN ROMGAZ SA - FILIALA DE INMAGAZINARE GAZE NATURALE DEPOGAZ PLOIESTI SRL,RED-NIS-C-PEN-500,777,final,2023-05-19,actual,10000.00,250/23.12.2022,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Spektr ApS,RED-PEN-B-E-B-5,1325,avans,2024-10-30,actual,2880.00,Nr. 24.10.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 209,valuta,2024-10-30,0
Spektr ApS,RED-PEN-B-E-B-5,1325,final,2024-11-22,actual,4320.00,Nr. 24.10.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 212,valuta,2024-11-22,0
SPRING FARM SRL,RED-NIS-C-PEN-100,839,avans,2023-05-12,actual,650.00,179/20.04.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 479,ron,2023-05-12,0
SPRING FARM SRL,RED-NIS-C-AUDIT-100,840,avans,2023-05-12,actual,350.00,179/20.04.2023,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
SPRING FARM SRL,RED-NIS-C-PEN-100,839,final,2023-08-31,actual,975.00,179/20.04.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 525,ron,2023-08-31,0
SPRING FARM SRL,RED-NIS-C-AUDIT-100,840,final,2023-08-31,actual,525.00,179/20.04.2023,INVOICED_ACCOUNTING,Da,,BT.BIT 507,ron,2023-07-10,52
Stillfront Group AB,RED-PEN-B-E-B-5,1334,avans,2024-12-23,actual,0.00,NO. 320/16.12.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Stillfront Group AB,RED-PEN-B-E-B-5,1334,final,2025-01-23,actual,6000.00,NO. 320/16.12.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Stillfront Group AB,RED-PEN-B-E-B-12,1335,final,2025-04-28,actual,7200.00,NO. 320/16.12.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Stillfront Group AB,RED-PEN-B-E-B-16,1336,final,2025-06-23,actual,9600.00,NO. 320/16.12.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
TECHNOSOFT S.A.,RED-PEN-B-E-B-5,1337,avans,2025-02-10,actual,2222.00,NO. 323/20.12.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 225,valuta,2025-02-10,0
TECHNOSOFT S.A.,RED-PEN-B-I-B-50,1338,avans,2025-02-10,actual,1144.00,NO. 323/20.12.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
TECHNOSOFT S.A.,RED-PEN-B-E-B-5,1337,final,2025-02-21,actual,5555.00,NO. 323/20.12.2024,INVOICED_ACCOUNTING,Da,,BT.BIT 226,valuta,2025-02-21,0
TECHNOSOFT S.A.,RED-PEN-B-I-B-50,1338,final,2025-02-21,actual,2860.00,NO. 323/20.12.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Telio Nederland B.V.,RED-PEN-B-E-B-5,1305,avans,2024-06-27,actual,4537.50,SERVICES AGREEMENT,INVOICED_ACCOUNTING,Da,,BT.BIT 193,valuta,2024-06-27,0
