organization,partNumber,trackerRow,milestone,expectedDate,dateSource,trackerAmount,contractRef,accountingStatus,trackerFacturatFlag,flagDiscrepancy,matchedInvoiceNumber,matchedInvoiceSource,matchedInvoiceDate,dateGapDays
HERTZA L.L.C.,RED-PEN-B-E-B-30,1298,final,2026-10-05,estimated,3962.00,Addendum No. 2 from 28.04.2025 SERVICES AGREEMENT No. 295/5.06.2024,UPCOMING,Nu,,,,,
HERTZA L.L.C.,RED-PEN-B-E-B-30,1299,final,2026-11-05,estimated,3962.00,Addendum No. 2 from 28.04.2025 SERVICES AGREEMENT No. 295/5.06.2024,UPCOMING,Nu,,,,,
HERTZA L.L.C.,RED-PEN-B-E-B-30,1300,final,2026-12-05,estimated,3962.00,Addendum No. 2 from 28.04.2025 SERVICES AGREEMENT No. 295/5.06.2024,UPCOMING,Nu,,,,,
HERTZA L.L.C.,RED-PEN-B-E-B-30,1301,final,2027-01-05,estimated,3962.00,Addendum No. 2 from 28.04.2025 SERVICES AGREEMENT No. 295/5.06.2024,UPCOMING,Nu,,,,,
HERTZA L.L.C.,RED-PEN-B-E-B-30,1302,final,2027-02-05,estimated,3962.00,Addendum No. 2 from 28.04.2025 SERVICES AGREEMENT No. 295/5.06.2024,UPCOMING,Nu,,,,,
HERTZA L.L.C.,RED-PEN-B-E-B-30,1303,final,2027-03-05,estimated,3962.00,Addendum No. 2 from 28.04.2025 SERVICES AGREEMENT No. 295/5.06.2024,UPCOMING,Nu,,,,,
HERTZA L.L.C.,RED-PEN-B-E-B-30,1304,final,2027-04-05,estimated,3962.00,Addendum No. 2 from 28.04.2025 SERVICES AGREEMENT No. 295/5.06.2024,UPCOMING,Nu,,,,,
IMPACT EdTech Project Consortium,CYBEREDU-GRANTS,861,final,2020-11-11,actual,24120.00,871275,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
IMPACT EdTech Project Consortium,CYBEREDU-GRANTS,862,final,2021-04-19,actual,55910.00,871275,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
IMPACT EdTech Project Consortium,CYBEREDU-GRANTS,863,avans,2021-05-13,actual,35000.00,871275,PAST_UNMATCHED,N/A,,,,,
IMPACT EdTech Project Consortium,CYBEREDU-GRANTS,863,final,2021-09-02,actual,61144.00,871275,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
INFOMED FLUIDS SRL,RED-AUDIT-A-12,162,avans,2022-06-23,actual,2400.00,226/09.06.2022,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
INFOMED FLUIDS SRL,RED-AUDIT-A-30,163,final,2026-03-23,estimated,3900.00,NR. 369/5.11.2025,PAST_UNMATCHED,Nu,,,,,
INFOMED FLUIDS SRL,RED-AUDIT-A-30,164,final,2026-05-30,estimated,2925.00,NR. 369/5.11.2025,PAST_UNMATCHED,Nu,,,,,
INFOMED FLUIDS SRL,RED-AUDIT-A-30,165,final,2026-06-30,estimated,2925.00,NR. 369/5.11.2025,PAST_UNMATCHED,Nu,,,,,
INGKA INVESTMENTS RENEWABLE ENERGY ROMANIA S.R.L.,RED-PEN-B-I-B-8,1501,avans,2025-09-11,actual,5500.00,FRAMEWORK SERVICE AGREEMENT NO. 357/25.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
INGKA INVESTMENTS RENEWABLE ENERGY ROMANIA S.R.L.,CONSULTANCY-MISC-5,1498,final,2025-10-31,estimated,0.00,FRAMEWORK SERVICE AGREEMENT NO. 357/25.08.2025,PAST_UNMATCHED,Nu,,,,,
INGKA INVESTMENTS RENEWABLE ENERGY ROMANIA S.R.L.,CONSULTANCY-MISC-3,1499,final,2025-10-31,estimated,0.00,FRAMEWORK SERVICE AGREEMENT NO. 357/25.08.2025,PAST_UNMATCHED,Nu,,,,,
INGKA INVESTMENTS RENEWABLE ENERGY ROMANIA S.R.L.,CONSULTANCY-MISC-4,1500,final,2025-10-31,estimated,0.00,FRAMEWORK SERVICE AGREEMENT NO. 357/25.08.2025,PAST_UNMATCHED,Nu,,,,,
INGKA INVESTMENTS RENEWABLE ENERGY ROMANIA S.R.L.,RED-PEN-B-I-B-8,1501,final,2025-10-31,estimated,0.00,FRAMEWORK SERVICE AGREEMENT NO. 357/25.08.2025,PAST_UNMATCHED,Nu,,,,,
INSIGHTS ENTERPRISE SRL,RED-PEN-S-WB-1,781,final,2022-03-17,actual,5000.00,Nr. 1/2022,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
INSIGHTS ENTERPRISE SRL,RED-PEN-S-WB-1,782,final,2023-05-12,actual,5000.00,ACT ADITIONAL NR. 1 / 06.02.2023,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
INSIGHTS ENTERPRISE SRL,RED-PEN-S-WB-1,783,final,2025-01-23,actual,5500.00,ACT ADITIONAL NR. 2 DIN 3.12.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
INSIGHTS ENTERPRISE SRL,RED-PEN-S-WB-1,784,final,2026-02-20,actual,6050.00,ACT ADITIONAL NR. 3 DIN 28.1.2026,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
JAXABLE S.R.L.,RED-PEN-B-E-B-17,1470,avans,2025-05-05,actual,0.00,30.4.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
JAXABLE S.R.L.,RED-PEN-B-E-B-17,1470,final,2025-05-05,estimated,6900.00,30.4.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
KEYSIGHT TECHNOLOGIES RO SRL,KS-MM-RD-2,384,final,2019-12-16,actual,12300.00,236Bis/25.04.2019,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
KEYSIGHT TECHNOLOGIES RO SRL,KS-MM-RD-2,462,final,2026-09-03,estimated,6900.00,NO. 6 OF 04.10.2033,UPCOMING,Nu,,,,,
KEYSIGHT TECHNOLOGIES RO SRL,KS-MM-RD-2,463,final,2026-10-03,estimated,6900.00,NO. 6 OF 04.10.2034,UPCOMING,Nu,,,,,
Krankenhaus Bethanien gGmbH,RED-PEN-B-I-BP-<800>,1481,avans,2025-08-12,actual,5250.00,NO. 347/9.7.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Krankenhaus Bethanien gGmbH,RED-PEN-B-I-BP-<800>,1481,final,2025-09-30,actual,5250.00,NO. 347/9.7.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Lanceria Freelancing SRL,RED-PEN-S-WB-1,154,final,2022-07-30,estimated,5250.00,224/30.05.2022,PAST_UNMATCHED,Nu,,,,,
LATITUDE BUSINESS APPLICATION SRL,RED-PEN-B-E-B-7,1440,final,2026-03-16,actual,2100.00,326/27.1.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MACROMEX SRL,RED-AUDIT-A-10,142,avans,2022-04-18,actual,2000.00,220/15.04.2022,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MAZARINE ENERGY ROMANIA S.R.L.,CONSULTANCY-MISC-7,1583,final,2026-06-30,estimated,5900.00,CONTRACT-CADRU DE PRESTARI SERVICII NR. BSS 395/17.3.2026 MER NR.8 DIN 17 MARTIE 2026,PAST_UNMATCHED,Nu,,,,,
MED SERV UNITED SRL,RED-NIS-C-AUDIT-100,838,avans,2023-05-12,actual,560.00,637/20.04.2023,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
SC. MEDPLAZA HEALTH SRL,BLUE-IR-9,1590,avans,2026-06-02,actual,0.00,NR. 403/01.09.2026,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1484,avans,2025-08-29,actual,1700.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1484,final,2025-08-29,estimated,0.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Nu,,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1485,final,2025-09-05,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1486,final,2025-10-20,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1487,final,2025-11-26,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1488,final,2025-12-23,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1489,final,2026-01-20,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1490,final,2026-02-13,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1491,final,2026-03-20,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1492,final,2026-04-29,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1493,final,2026-05-25,actual,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1494,final,2026-06-05,estimated,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Nu,,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1495,final,2026-07-05,estimated,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,PAST_UNMATCHED,Nu,,,,,
MENDOLA INVESTMENT GROUP S.A.,BLUE-MDR-C-9,1496,final,2026-08-05,estimated,1377.00,Nr. 1223/13.08.2025 Nr. 352/13.08.2025,UPCOMING,Nu,,,,,
Metaminds S.A.,RED-PEN-B-E-B-7,1311,avans,2024-07-29,actual,0.00,MMS2024175 / 26.07.2024,PAST_UNMATCHED,N/A,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-IR-5,1340,final,2025-02-21,actual,,Nr. 325/15.1.2025,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1358,final,2026-08-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1359,final,2026-09-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1360,final,2026-10-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1361,final,2026-11-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1362,final,2026-12-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1363,final,2027-01-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1364,final,2027-02-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MILLENIUM PRO DESIGN SRL,BLUE-MDR-C-12,1365,final,2027-03-05,estimated,1800.00,Act aditional nr. 1 din 21.3.2025 la contractul Nr. 325/15.1.2025,UPCOMING,Nu,,,,,
MOON PAY LIMITED,RED-PEN-S-WB-1,32,final,2020-03-13,actual,4275.00,155/24.02.2020,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
"MW TEAM INVEST S.R.L.,",RED-NIS-C-AUDIT-4,103,final,2022-12-21,actual,3000.00,Nr. RO70/33 din data de 22.09.2022,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
"MW TEAM INVEST S.R.L.,",RED-NIS-C-AUDIT-4,105,final,2024-12-18,actual,3200.00,Nr. RO70 / 10 / 30.09.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
"SOCIETATEA NATIONALĂ „NUCLEARELECTRICA” S.A. (SNN),",CYBEREDU-DEV-EX-1,785,final,2023-06-26,actual,10242.00,Nr. RUEC SNN 234 / 23.02.2023,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
"SOCIETATEA NATIONALĂ „NUCLEARELECTRICA” S.A. (SNN),",CYBEREDU-DEV-T-1,786,final,2023-06-26,actual,10242.00,Nr. RUEC SNN 234 / 23.02.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
NESTLERS & PARTNERS SRL,RED-PEN-B-E-B-5,874,final,2023-11-06,actual,2502.00,273/02.10.2023,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1019,final,2026-08-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1020,final,2026-09-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1021,final,2026-10-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1022,final,2026-11-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1023,final,2026-12-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1024,final,2027-01-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1025,final,2027-02-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NESTLERS & PARTNERS SRL,BLUE-MDR-C-5,1026,final,2027-03-05,estimated,500.00,Act aditional Nr. 2 la contract 273/02.10.2023,UPCOMING,Nu,,,,,
NEW ECLIPSA SHOES SRL,BLUE-IR-10,140,final,2023-01-10,actual,2250.00,251/21.12.2022,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
NOVA POWER & GAS SRL,RED-NIS-C-AUDIT-100,945,avans,2024-01-23,actual,3805.00,NR. 282/19.01.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
NOVA POWER & GAS SRL,RED-NIS-C-PEN-100,943,final,2024-07-31,actual,4513.00,NR. 282/19.01.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
NOVA POWER & GAS SRL,RED-NIS-C-AUDIT-100,945,final,2024-07-31,actual,1195.00,NR. 282/19.01.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
NTNU,CYBEREDU-DEV-EX-7,879,final,2023-10-30,actual,25501.00,991368102,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
NUTRIPAW PET NUTRITION S.R.L.,BLUE-IR-10,1027,final,2024-04-25,actual,1750.00,Nr. 287/01.04.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
ONLINE VENUES & EVENTS SRL,RED-PEN-S-B-1,184,final,2021-05-04,actual,3300.00,181/09.02.2021,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1069,avans,,none,2000.00,09.05.2024,UNMATCHED_NO_DATE,N/A,,,,,
Orange Romania SA,BLUE-IR-OC-6,1108,avans,,none,2000.00,09.05.2024,UNMATCHED_NO_DATE,N/A,,,,,
Orange Romania SA,PHISH-P-L-YY-A-15000,687,final,2020-08-03,actual,17500.00,PO 40407868,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,CYBEREDU-RUN-EX-1,986,final,2024-02-07,actual,59280.00,23.01.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-PEN-B-E-B-5,990,final,2024-03-28,actual,4050.00,12.03.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1112,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1113,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1114,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1115,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1116,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1117,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1118,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,BLUE-IR-OC-6,1119,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1120,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1121,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1122,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1123,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1124,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1125,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1126,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1127,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1128,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1129,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1130,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-350-12,1131,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1132,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1133,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1134,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1135,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1136,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1137,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1138,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1139,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1140,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1141,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1142,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-MISC-1.2,1143,final,2024-06-17,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1045,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1046,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1047,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1048,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1049,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1050,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1051,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1052,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1053,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1054,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1055,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,RED-C-M-MM-10,1056,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-250-12,1057,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-250-12,1058,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-250-12,1059,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-250-12,1060,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
Orange Romania SA,PHISH-P-L-MM-F-250-12,1061,final,2024-06-30,actual,500.00,09.05.2024,PAST_UNMATCHED,Da,TRACKER_SAYS_BILLED_NOT_FOUND,,,,
